,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
15,0.47,0.661,-6.667,0.129,0.0844,9.88e-05,0.124,0.674,153.304,1QVJ9U10mJncHAyHVXkFNZ,151304
16,0.823,0.717,-3.879,0.0704,0.0356,0.0,0.102,0.489,110.998,6McBvfxgkVfREmQPwTKBUn,132913
17,0.755,0.685,-3.724,0.0631,0.065,0.00186,0.107,0.799,76.683,3aGroTtXwkWJ7wOwKEI8Px,211875
18,0.853,0.702,-5.822,0.112,0.627,6.26e-06,0.0947,0.895,116.994,7qxtOyjZ2zSaxBPH8fLyNi,136465
19,0.781,0.569,-6.897,0.0918,0.294,0.0241,0.113,0.595,95.049,3kqE7QmylUIJV3QXC6arrR,197000
20,0.812,0.775,-6.879,0.0389,0.0272,0.00191,0.121,0.582,104.983,4Mlgf7GD6bbx09N4uxqU3S,176988
21,0.778,0.644,-5.542,0.323,0.0625,0.000115,0.117,0.47,142.724,14nSbMQqRo1BxshIjprVDO,153523
22,0.914,0.721,-6.966,0.0413,0.0642,0.0352,0.0794,0.481,114.053,7zhLSGUbneW7Tm3wpp3HjY,182073
23,0.828,0.628,-9.229,0.0444,0.00405,0.00506,0.0655,0.796,115.008,1M5dFODSjNXQvi374tJt64,177391
24,0.818,0.513,-11.382,0.0574,0.106,0.00105,0.0408,0.583,115.01,7tZMF9Hn5uGsfC7zGXbSKM,186000
25,0.931,0.676,-7.492,0.0498,0.0152,0.0,0.103,0.739,111.948,6NKuW3yaNXtloGw1RB8WUi,165000
26,0.808,0.769,-7.207,0.0833,0.101,4.12e-05,0.119,0.685,116.001,1mJFFeluclL38IwV264lm9,153103
27,0.872,0.555,-6.677,0.122,0.433,3.53e-06,0.125,0.544,113.998,5o3dCqgRTiSt6MC3Gi0jzj,187632
28,0.582,0.563,-11.242,0.313,0.583,4.35e-06,0.321,0.718,120.213,1j9I9JrUTXNblSWazCq9CU,148062
29,0.51,0.922,-4.051,0.149,0.219,3.51e-05,0.147,0.863,102.148,6tgW4WT1IUnKKbUATVcZfm,247448
30,0.599,0.785,-5.943,0.501,0.405,0.0,0.213,0.65,189.255,0lTUcfkmtQPp6mhjC6EBPq,164240
31,0.917,0.716,-6.881,0.0919,0.213,0.0,0.0997,0.719,114.014,64j2xnJweYeCQvycBGBmLR,178947
32,0.821,0.611,-8.967,0.0535,0.0131,0.00393,0.0395,0.431,113.006,16vqEDaCZpq5zdgop8U9uM,327080
33,0.94,0.779,-4.854,0.0376,0.101,0.0,0.0792,0.581,111.978,1RnRPPu3XPtftOhs1qF1hY,195762
34,0.819,0.659,-9.024,0.0973,0.0534,0.0,0.0435,0.441,116.054,2SaRkvUkzNzL39fBB2hLpt,186002
35,0.774,0.825,-5.855,0.0408,0.0164,6.77e-05,0.271,0.668,120.989,47FuxUowVBxua1XxsbLKKX,186446
36,0.84,0.687,-7.203,0.1,0.115,2.2e-06,0.115,0.678,113.038,62N0RkCCs4XQXk7hgnpOXo,238912
37,0.634,0.833,-5.1,0.25,0.297,0.0,0.367,0.714,96.881,2KEMHoK7Tz7rlTUalQXMUk,166802
38,0.829,0.657,-6.802,0.0648,0.235,5.27e-05,0.0937,0.811,116.984,4vI2KCvXTAPR3vfiWg1J78,155897
39,0.859,0.822,-5.005,0.0467,0.07,0.0144,0.101,0.908,110.045,2pUlBBWq8R10ylbBvZJV9j,177170
40,0.719,0.584,-5.589,0.251,0.372,0.0,0.139,0.519,93.979,6vy5gmpM2yuLAhDRtGOtPw,173617
41,0.667,0.498,-9.718,0.0725,0.579,1.12e-05,0.237,0.409,109.93,6G45nT1iMlP1HdJ0MCTuDU,222507
42,0.829,0.703,-5.683,0.0444,0.217,0.00123,0.118,0.6,115.961,1OGZU2zmK6x0UnM3yeZ4lR,170000
43,0.848,0.697,-7.175,0.0636,0.114,0.0146,0.0525,0.889,115.05,3nTzEDC9sTD0YsC9C7osnN,162783
44,0.798,0.667,-8.7,0.124,0.104,0.000935,0.0871,0.501,109.059,56iVI65i40FrCO5p382IrK,149775
45,0.861,0.588,-8.861,0.243,0.00913,0.0,0.0591,0.705,111.995,5FtWjKVBTMklN2yCP9UhF6,210000
46,0.809,0.837,-6.362,0.0676,0.106,0.00405,0.11,0.401,100.034,1sDAPYzFftbXW5fhMl0oKI,163200
47,0.91,0.74,-6.712,0.0399,0.0866,0.0104,0.0753,0.557,114.027,7CDmOoIXrtknQN5zcpHRBr,172562
48,0.87,0.45,-12.221,0.0434,0.00491,0.414,0.0514,0.508,112.987,3Ry6M5to0EblssBg3pfJt8,116427
49,0.842,0.728,-6.289,0.148,0.485,1.7e-06,0.101,0.707,105.993,1GYffAby5VxcjjIp7j0ea7,176604
0,0.57,0.225,-17.168,0.029,0.306,0.0586,0.0689,0.408,151.78,3c6wivu78aLN7ZXp8UbpaI,429973
1,0.569,0.314,-8.241,0.0579,0.845,2.03e-05,0.12,0.311,179.332,2JlQOgJZdvQ5YJrVxY13wQ,249560
2,0.39,0.582,-9.822,0.0427,0.466,0.356,0.292,0.561,79.633,36huM0UOR9A17TYAape2Xg,301242
3,0.42,0.396,-8.807,0.0314,0.674,0.00495,0.103,0.406,70.898,3aPOQ6TdIuAW8m1KZid1Hv,210773
4,0.54,0.254,-14.993,0.0948,0.895,0.956,0.109,0.713,86.958,2PdCpqwqkFbGB0dJXFMsvu,151827
5,0.536,0.427,-13.12,0.0574,0.714,0.028,0.109,0.409,196.034,1QnWVnnt2AOT7psq22mO5I,287999
6,0.702,0.269,-15.172,0.0365,0.626,0.0406,0.125,0.397,99.747,05CF4ATpqROLTQVYABNZ3W,386973
7,0.729,0.441,-13.088,0.0374,0.586,0.24,0.093,0.293,124.957,1YQmUOQUxVeHebdKBX6m71,240560
8,0.81,0.465,-13.289,0.054,0.282,0.00216,0.0899,0.253,95.133,2LQwuRI1h4Q4qk4HzK9zE2,186347
9,0.361,0.31,-12.102,0.0398,0.802,0.687,0.128,0.408,177.659,56K7H3Ipsce0Csn2v4u8kZ,355840
10,0.721,0.435,-9.476,0.0438,0.872,0.000104,0.108,0.944,116.865,795HmjjJWGQUMfL3foScIr,124055
11,0.481,0.299,-11.755,0.0378,0.806,0.371,0.173,0.463,102.779,6F28CLAzz6JwhfkBjyEgKx,106680
12,0.56,0.501,-5.442,0.0314,0.725,0.000136,0.107,0.22,90.301,4anx9dy5q5vU1B0kwNRmrR,266123
13,0.531,0.435,-8.304,0.0491,0.638,0.00301,0.102,0.714,131.926,0pKqawIX3uh1iycrPw5LMQ,219667
14,0.58,0.612,-11.631,0.0735,0.107,0.0365,0.226,0.555,124.022,4W3W4cbErPT3JCW60IxKKj,403693
15,0.663,0.265,-10.765,0.071,0.887,0.894,0.112,0.301,77.081,4bT1rl9bnULJw7ivrXozfQ,141360
16,0.54,0.359,-12.122,0.0337,0.811,0.907,0.0878,0.2,113.376,2st24VONuY9hqiGAPkhyua,279347
17,0.312,0.2,-15.33,0.0304,0.731,6.92e-05,0.0694,0.438,163.319,2a5WbaVANXN8Dj4aNmBosD,263440
18,0.74,0.702,-6.992,0.0455,0.25,0.44,0.146,0.629,121.36,1fd4zR1mI316y8y8Yq5txJ,210880
19,0.773,0.4,-9.245,0.249,0.881,0.489,0.0807,0.588,107.392,67MvBcAEhyKnyNdT1A54wi,88360
20,0.424,0.538,-17.016,0.0966,0.707,0.00644,0.0774,0.5,172.936,7L5FEYVfpIEGHJOv6gZ6EW,324920
21,0.749,0.543,-10.006,0.04,0.605,0.00184,0.227,0.942,121.523,2m9TLj1eU3qZT895FOIm0v,228782
22,0.617,0.827,-8.936,0.0348,0.125,0.198,0.085,0.846,101.154,4oYwvjJ2Yq3Yn4Fqgn3uOg,284840
23,0.634,0.49,-11.023,0.028,0.854,0.000346,0.0885,0.704,91.591,0V9DjtOmk3yxz8HeEyxYsY,304080
24,0.483,0.322,-19.861,0.0379,0.823,0.0289,0.0981,0.607,86.303,1ASQZ8acmZj1IOFoXggUf9,223973
25,0.624,0.361,-12.395,0.0332,0.931,0.946,0.12,0.672,105.539,6py8BqF0Lk1P8YoXXTRw5P,273950
26,0.45,0.303,-7.967,0.0491,0.71,0.885,0.116,0.259,149.267,4I7WbrlfomZlIv4mveJ76x,263525
27,0.262,0.828,-7.089,0.159,0.00215,0.752,0.155,0.673,147.52,5RHN9R3BqScU4Jzu84U7pZ,298969
28,0.735,0.48,-13.532,0.0605,0.739,0.0364,0.102,0.891,84.039,2YEs2mLzFu8RcdAHFQghhv,270560
29,0.626,0.546,-7.621,0.0262,0.275,0.0164,0.109,0.928,104.229,4s86JE28MM4q3xPmBGI6rn,202253
30,0.329,0.887,-5.06,0.0516,0.331,0.82,0.085,0.565,156.898,32ORiXJSpjsxEBh53n03U4,290800
31,0.401,0.556,-11.314,0.0453,0.239,0.705,0.0948,0.808,155.933,3HsUImLYZkBYmCLAtvRFVl,256320
32,0.432,0.862,-6.088,0.0701,0.137,0.015,0.316,0.699,83.005,0JRBZ5RZGLhZKUoDIgaxQc,268640
33,0.586,0.619,-7.787,0.0605,0.581,0.00425,0.11,0.304,79.531,6T0wxfTmgWw67QM6IJQvU4,353147
34,0.685,0.797,-5.372,0.0558,0.506,0.00923,0.069,0.926,98.614,1sXLitmQULzwiWR8D38Ekw,267533
35,0.661,0.693,-10.965,0.0396,0.609,0.799,0.136,0.944,155.125,6KnZ9iov6qX5ZZBLS0pUPF,218076
36,0.376,0.522,-11.401,0.127,0.794,0.107,0.106,0.304,80.304,3b45LikcYpvV5YQE4XcnZI,257974
37,0.548,0.351,-12.325,0.046,0.94,0.00241,0.108,0.613,122.973,5RhFZ82NnuUrRxQOWphUI3,274627
38,0.551,0.585,-7.479,0.0344,0.284,0.632,0.0933,0.556,160.029,5JMebtqw62DkVHPsUJMKvh,311253
39,0.504,0.407,-9.144,0.0377,0.873,2.19e-05,0.142,0.467,145.72,4DdoInAoNy6cT6Z1AAj6vX,305320
40,0.522,0.892,-6.961,0.037,0.00338,0.00461,0.279,0.898,86.763,0Lo6q647IUY2xo2kZZszw2,228933
41,0.468,0.568,-6.861,0.0295,0.226,0.391,0.0895,0.436,166.048,09n4VZqxSvFJfdtyV0HbCV,313480
42,0.533,0.863,-7.892,0.0483,0.232,0.0881,0.0652,0.757,112.836,0g9YOykbhG0jhDW2m4Y3w8,432067
43,0.898,0.457,-10.539,0.0685,0.973,0.892,0.13,0.853,116.036,68tS8zt1kpPHxunJ7Xq4PI,498971
44,0.615,0.804,-8.6,0.0274,0.00539,0.0063,0.158,0.466,109.316,1aCV7ocnKXsLSb0oX2dmup,231640
45,0.427,0.525,-8.739,0.0462,0.852,0.91,0.106,0.386,99.842,6qQhWIowgtVSz6UFJvG5Ku,187345
46,0.33,0.305,-17.056,0.0375,0.824,0.00471,0.106,0.685,62.326,0irBIwMyqnB2MtUww6P6iY,281093
47,0.3,0.66,-7.536,0.0704,0.485,0.817,0.116,0.189,87.4,3911Bzzv8FHgbitJzXFjxh,260253
48,0.518,0.33,-12.304,0.0257,0.767,1.73e-06,0.117,0.191,81.025,51y5kEOYPs4JHFgbPTvuKe,201200
49,0.569,0.751,-12.826,0.0418,0.365,0.856,0.0561,0.758,105.156,11tRfP7PlShe9hrnnA1cXC,338292
0,0.792,0.503,-8.044,0.0626,0.0369,0.00057,0.0959,0.381,99.97,1rrqJ9QkOBYJlsZgqqwxgB,185093
1,0.828,0.726,-6.389,0.0419,0.106,0.00101,0.103,0.67,113.017,3baPniPXS0iEII8rDUJdYP,212976
2,0.788,0.649,-9.674,0.0532,0.253,0.0136,0.12,0.229,113.009,2kaH2Z8ezDUKf6fNw250rZ,169912
3,0.727,0.6,-4.799,0.24,0.636,5.1e-06,0.106,0.754,199.796,7ErtOGQ9DwyQa3lwP77j4u,216000
4,0.826,0.657,-7.779,0.147,0.204,1.37e-05,0.0668,0.86,118.049,0Em4eY10PGyiBlmjWxcav3,168858
5,0.859,0.551,-7.916,0.149,0.559,0.0,0.194,0.777,102.049,4Gasn91fsCefnN8zM5GjA8,155293
6,0.845,0.7,-8.737,0.0391,0.1,0.00113,0.0984,0.85,119.997,5V9XFfvCG4WP5ZdISOLvaF,166559
7,0.578,0.631,-7.619,0.228,0.314,0.0,0.107,0.794,108.783,1tOp1bXhT9tvydSAGDHdQy,169043
8,0.861,0.797,-5.21,0.11,0.272,0.00635,0.087,0.595,100.05,3BwAHuQhZyL4tOkf36DuQv,187275
9,0.838,0.569,-8.414,0.0529,0.194,0.0377,0.0802,0.63,113.046,6wuMo4ZR83PhlhXhJ1S3VY,190542
10,0.804,0.615,-7.033,0.137,0.404,0.0,0.0987,0.816,100.058,4tr4oHjFijp0EgISHYDIXe,158400
11,0.843,0.725,-7.282,0.0539,0.165,0.00357,0.0948,0.556,120.0,5F4OfeowSReF93KcH2eUcG,150000
12,0.819,0.457,-12.641,0.126,0.00585,0.000127,0.0661,0.61,112.027,6L1UdBhj6v8Ol9qKHBtvLN,296975
13,0.819,0.817,-8.221,0.0698,0.0593,0.201,0.275,0.77,120.039,5UwxpuGHkwiojKDaPC5ZNu,148000
14,0.719,0.756,-5.392,0.0761,0.0541,0.0,0.109,0.647,105.024,25Kyv5SeEenT0EETpP2hYn,219500
15,0.697,0.653,-7.284,0.102,0.166,0.231,0.0911,0.627,99.982,6oOCGD2Sp9UTcDsuDz8Hdu,174545
16,0.92,0.716,-7.104,0.105,0.296,0.00222,0.104,0.961,115.991,4eZZofkV1OQ9GDqAgHqNpA,183103
17,0.699,0.703,-7.651,0.273,0.517,0.0216,0.112,0.478,195.864,7AbLGIOzFkx6jHq5en5xiH,171429
18,0.744,0.627,-9.216,0.118,0.0496,0.000701,0.1,0.56,104.12,1LRGZESVn8eF7WVY5DzLNy,159500
19,0.847,0.72,-7.066,0.0375,0.0475,0.0,0.668,0.113,112.997,6RzTv3JiPndZpv0Lq3kGHO,275148
20,0.481,0.66,-10.189,0.0761,0.35,0.0,0.108,0.504,111.832,0GfCR4T6WOErZOw1557ln7,159100
21,0.788,0.913,-4.495,0.0671,0.243,0.0689,0.272,0.672,99.994,4MzOppXoeKvDsVaNMeOK3C,196800
22,0.779,0.79,-6.246,0.0612,0.0691,2.24e-05,0.506,0.484,113.064,2wgvxtggKVzPkl0smF2UzI,123717
23,0.872,0.555,-6.677,0.122,0.433,3.53e-06,0.125,0.544,113.998,5o3dCqgRTiSt6MC3Gi0jzj,187632
24,0.897,0.7,-2.776,0.117,0.0193,0.009,0.12,0.755,101.944,6jdTkoEaer7XNGSblczoSu,209760
25,0.737,0.663,-6.981,0.101,0.287,0.0508,0.523,0.839,98.014,2jZ2MrAk8iNZk1dsI0Vr5z,181224
26,0.787,0.746,-5.83,0.053,0.149,0.0014,0.275,0.722,117.905,47rtDAZmqRUjba0V1en3XY,172881
27,0.827,0.705,-6.756,0.0429,0.0813,0.00556,0.102,0.624,113.006,1zwZ26A7OA5wTrA3FejCLL,213992
28,0.597,0.739,-5.517,0.168,0.585,1.59e-05,0.212,0.73,104.808,4yaPPFIafaVaMRHZ5IHkbA,178414
29,0.923,0.657,-5.173,0.0605,0.199,0.00407,0.108,0.734,110.015,0SjQBdIddPvKSWxr8vk6QX,179775
30,0.823,0.717,-3.879,0.0704,0.0356,0.0,0.102,0.489,110.998,6McBvfxgkVfREmQPwTKBUn,132913
31,0.853,0.702,-5.822,0.112,0.627,6.26e-06,0.0947,0.895,116.994,7qxtOyjZ2zSaxBPH8fLyNi,136465
32,0.755,0.685,-3.724,0.0631,0.065,0.00186,0.107,0.799,76.683,3aGroTtXwkWJ7wOwKEI8Px,211875
33,0.905,0.747,-6.622,0.0442,0.117,0.000364,0.0505,0.866,117.008,7d1aTQlsHMgWmkPywDi7h1,166154
34,0.873,0.658,-8.031,0.108,0.00858,0.0061,0.0999,0.483,104.033,3ketN3dth18vSJ1T3HIztN,189800
35,0.812,0.775,-6.879,0.0389,0.0272,0.00191,0.121,0.582,104.983,4Mlgf7GD6bbx09N4uxqU3S,176988
36,0.798,0.556,-8.985,0.0471,0.364,8.31e-06,0.163,0.901,113.994,2woGTVY8Vx46aYuXfMmwwE,155861
37,0.914,0.721,-6.966,0.0413,0.0642,0.0352,0.0794,0.481,114.053,7zhLSGUbneW7Tm3wpp3HjY,182073
38,0.818,0.513,-11.382,0.0574,0.106,0.00105,0.0408,0.583,115.01,7tZMF9Hn5uGsfC7zGXbSKM,186000
39,0.931,0.676,-7.492,0.0498,0.0152,0.0,0.103,0.739,111.948,6NKuW3yaNXtloGw1RB8WUi,165000
40,0.654,0.666,-6.618,0.185,0.412,0.00493,0.113,0.804,209.929,45Vvoe20MW6GD7FwoacZc8,192000
41,0.543,0.482,-5.927,0.0526,0.286,0.000395,0.101,0.522,133.369,4vLY6fJQWgBzQYHzguDZme,201600
42,0.519,0.626,-6.353,0.0934,0.501,6.95e-06,0.161,0.394,102.293,5X55V3mn3RTvHAheUtL6LR,176000
43,0.737,0.806,-7.611,0.0685,0.117,0.0,0.275,0.502,125.018,0xPz8qjfchKRCAmABJH65Z,246500
44,0.808,0.769,-7.207,0.0833,0.101,4.12e-05,0.119,0.685,116.001,1mJFFeluclL38IwV264lm9,153103
45,0.806,0.915,-3.102,0.0296,0.17,0.0,0.281,0.967,110.025,4QrZSUg5xCZpFKDIhJMU2Q,196472
46,0.821,0.611,-8.967,0.0535,0.0131,0.00393,0.0395,0.431,113.006,16vqEDaCZpq5zdgop8U9uM,327080
47,0.804,0.696,-7.269,0.0476,0.029,0.000707,0.0602,0.764,109.995,0h9NbR0ozxlNVnTXOX8xjk,224294
48,0.774,0.825,-5.855,0.0408,0.0164,6.77e-05,0.271,0.668,120.989,47FuxUowVBxua1XxsbLKKX,186446
49,0.861,0.598,-11.155,0.0665,0.00483,0.0607,0.0306,0.417,113.006,1hsFJ92y0FU2cFOOLkEFVr,374849
0,0.66,0.878,-6.647,0.0596,0.212,0.663,0.16,0.264,129.004,3JsH3qnwhYGs20PBMsCgNx,213800
1,0.716,0.881,-7.027,0.0536,0.000561,0.67,0.216,0.293,123.984,5SfcsMI2nJhdZpmwCcNEGf,220887
2,0.636,0.869,-5.289,0.0412,0.0378,0.0446,0.0808,0.306,143.011,5eTaQYBE1yrActixMAeLcZ,186496
3,0.925,0.561,-8.675,0.176,0.0659,0.0271,0.152,0.721,128.034,59QDyqLww2pxyg9ijOPO7f,181365
4,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4zN21mbAuaD0WqtmaTZZeP,186662
5,0.852,0.988,-6.007,0.0588,0.00951,0.302,0.0629,0.67,128.013,6t4VHEcJ7Kek9pgGHlDp6R,181875
6,0.751,0.834,-7.018,0.0713,0.0749,0.000505,0.149,0.563,133.972,2K6qq0V7jXSlhucLr8R74Z,175246
7,0.714,0.917,-6.649,0.0869,0.0509,0.823,0.0725,0.579,160.057,43OMUa5jouGCZEz9k9vooo,240060
8,0.668,0.723,-9.315,0.0395,0.000646,0.85,0.205,0.0322,123.999,0kXPOcMLExBxGeS4YJexzk,325744
9,0.753,0.872,-7.552,0.0478,0.000998,0.291,0.0774,0.573,139.996,0Ex4dfzYtS1tgoubw8jLod,241825
10,0.555,0.918,-10.394,0.034,0.00721,0.861,0.104,0.1,121.988,6PzfuuQ95fRU9JRFSFFq77,283902
11,0.534,0.854,-7.468,0.0344,0.00239,0.0441,0.138,0.477,135.013,63MBVrJ8nADdP4AXbBGlOj,166000
12,0.51,0.842,-9.901,0.038,0.00128,0.852,0.146,0.146,132.0,5bAmqp96l9YO7V8LW5sUjZ,421818
13,0.713,0.837,-5.96,0.0368,0.0283,0.0,0.0722,0.351,137.979,5r2620VyMS4JpB9UhmYjpG,175676
14,0.736,0.906,-7.589,0.048,0.164,0.585,0.106,0.698,137.001,39JofJHEtg8I4fSyo7Imft,226627
15,0.612,0.862,-2.903,0.037,0.041,0.0,0.0907,0.354,123.849,4laAKIq9ZxBCwf99rauPYb,160766
16,0.56,0.832,-6.432,0.0363,0.00953,0.00541,0.546,0.0818,126.0,4qDpLaFGf5ampf2DXD2TMA,236000
17,0.804,0.875,-6.975,0.059,0.0289,0.484,0.0469,0.809,130.011,536rYtZCAq33yLmthsLTfE,247385
18,0.683,0.932,-10.402,0.0513,0.0389,0.605,0.0615,0.553,125.002,0w7JPlp7eEQI2EKW3ayXrv,235786
19,0.767,0.862,-5.464,0.0606,0.14,0.0092,0.252,0.509,128.039,1M8t1j3Kv2qp97bdq5q4Vl,166570
20,0.761,0.781,-6.778,0.141,0.0681,0.108,0.0607,0.473,123.023,5Z8Dj3LtbyCMiwE86rhg2f,285375
21,0.609,0.912,-6.593,0.0391,0.0196,0.478,0.133,0.0391,135.027,1eMUGMEWrvTXYWrPobq2dH,204444
22,0.656,0.655,-6.766,0.024,0.02,0.00816,0.103,0.555,127.001,3I10tZ5MgEMo4WryCNJkZQ,230946
23,0.695,0.781,-5.578,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,4xMbBESczlHPUO8QeYi56p,148960
24,0.628,0.738,-5.045,0.0367,0.0156,0.281,0.153,0.699,125.928,4vyG9ZhHT8MKJE5mTICMFC,162879
25,0.747,0.616,-9.76,0.0324,0.176,0.116,0.143,0.908,131.975,5u4hhtZ7f4rWkMZEZcTKrH,192151
26,0.605,0.874,-4.949,0.0295,0.000563,0.812,0.112,0.836,125.99,0F2BxpbxH8Yc3pLub48hrb,157432
27,0.735,0.72,-7.04,0.336,0.00105,0.15,0.382,0.364,124.174,303ccTay2FiDTZ9fZ2AdBt,403293
28,0.665,0.727,-8.073,0.0391,0.00984,0.394,0.172,0.397,133.922,31B7wLv4yvtjDoTTmbnxeE,198806
29,0.811,0.833,-4.259,0.153,0.014,2.06e-05,0.0769,0.567,120.258,4t0UsYzmmmZRMTWn77jiGF,252107
30,0.801,0.96,-5.534,0.264,0.0284,0.877,0.0985,0.101,126.045,7jURkEKDVEm9sHueqUX0ko,217411
31,0.748,0.908,-8.319,0.0504,0.0588,0.894,0.0943,0.0576,130.004,6R84ZlQF7gGkPB6o3GLZXB,489480
32,0.797,0.88,-5.722,0.0442,0.00298,0.574,0.183,0.357,125.996,2FEUloDXMvRnyfLcsrCfkw,157619
33,0.71,0.63,-7.003,0.0413,0.00879,0.147,0.058,0.216,125.0,48Jf12YHPBCAfAzi255Rvr,242880
34,0.609,0.94,-6.097,0.0617,0.00124,0.269,0.15,0.238,128.001,6txvQu0zUbiqG24A8XMLnK,188592
35,0.761,0.867,-6.168,0.0499,0.259,0.615,0.0689,0.679,126.03,2qRKTg13LJGHO4fmQTWT7x,185896
36,0.784,0.888,-6.617,0.165,0.0158,0.892,0.169,0.13,135.995,1tkS8yt5NwTZkqFvZMxM0F,360000
37,0.636,0.892,-5.573,0.0386,0.000422,0.0954,0.156,0.456,125.003,2XKsHHNCtKqk9cF35TRFyC,125280
38,0.771,0.729,-6.577,0.0408,0.00161,0.672,0.217,0.63,123.027,54hA0ldJYyT1huGfSeOjdQ,189268
39,0.817,0.876,-7.485,0.046,0.0332,0.199,0.412,0.671,131.022,0hJfuyUwtEYMlGgvr3nzz9,289472
40,0.702,0.912,-8.687,0.0652,0.0773,0.309,0.0926,0.957,128.018,33tYADyL2aZctrvR59K1bQ,200551
41,0.576,0.953,-8.968,0.0362,0.00106,0.49,0.474,0.303,140.042,7xQYVjs4wZNdCwO0EeAWMC,456480
42,0.814,0.874,-5.316,0.0425,0.000222,0.522,0.276,0.434,123.992,1olCzMxaeiQKNO64ssWVGr,161041
43,0.716,0.917,-5.091,0.0331,0.123,0.396,0.0628,0.751,124.032,4O3APpGNhOldqDsPF8IaS5,160669
44,0.812,0.796,-10.548,0.0356,0.00826,0.921,0.365,0.961,125.976,5krhFNgUcYHwXlNPJJYzFM,249679
45,0.907,0.707,-7.627,0.185,0.00983,0.444,0.166,0.566,129.097,26zt79lTciS4tfncBX1qPV,141395
46,0.824,0.511,-9.049,0.151,0.0187,0.834,0.309,0.0858,127.959,6U7DCvIA93YYzyFYwmiIIe,195952
47,0.639,0.873,-6.222,0.0408,0.0237,0.0143,0.119,0.258,121.031,3LnETnq2xyUpKcGqAQLJy1,199091
48,0.736,0.827,-3.902,0.0643,0.0199,0.00828,0.351,0.814,125.008,4u3XiAwJ2U9Kxgy57gcAPB,209760
49,0.705,0.524,-9.776,0.032,0.112,0.26,0.109,0.219,119.987,11SEKnYpFCFRXnUap3Cso2,230016
0,0.438,0.805,-6.237,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,2aoo2jlRnM3A0NyLQqMN2f,240800
1,0.533,0.905,-5.27,0.0754,0.00876,0.578,0.0698,0.486,108.9,0wJoRiX5K5BxlqZTolB2LD,170813
2,0.479,0.944,-5.167,0.115,0.00206,0.0283,0.356,0.572,153.45,5LI7PoHEolR8plrf3I16sq,163800
3,0.346,0.768,-5.695,0.0377,0.00603,0.38,0.0244,0.532,169.492,0NWPxcsf5vdjdiFUI8NgkP,210160
4,0.568,0.898,-8.833,0.0862,0.0285,0.0787,0.484,0.833,110.824,0hnlRgTh80b1emNnM0jmwt,301520
5,0.307,0.756,-8.119,0.0493,0.0209,0.758,0.353,0.417,114.843,34jAhU99TNRvYwwOEoINl3,404267
6,0.515,0.534,-8.045,0.0768,0.181,0.00278,0.0547,0.426,70.776,1Eolhana7nKHYpcYpdVcT5,145747
7,0.599,0.622,-7.019,0.128,0.222,0.0,0.536,0.907,117.574,1DfWmv1eJU1a9tuGpqKGFP,223680
8,0.319,0.858,-9.913,0.0839,0.00381,0.232,0.664,0.471,106.231,7blY9jGplyzTiS2qltyfFe,280267
9,0.364,0.865,-7.328,0.114,0.247,0.0209,0.0936,0.554,111.15,0xKcrFF5ed7U4EPdG6vE4f,265587
